   h    k    l      d(Å)      F(real)      F(imag)          |F|         2θ          I    M
   1   30    9   0.725489    -4.509587    -0.057691      4.50996        nan        nan    4
   6   16    0   0.725453    -0.102594     0.010868     0.103168        nan        nan    4
   3   34   -7   0.725425     1.606179     0.015784      1.60626        nan        nan    4
   2   30    8   0.725286     4.277437     0.040997      4.27763        nan        nan    4
   1   18  -12   0.725264    -4.755207    -0.014648      4.75523        nan        nan    4
   3   12  -12   0.725070    -1.240845    -0.028801      1.24118        nan        nan    4
   5   10    6   0.725023    -0.454395    -0.020336      0.45485        nan        nan    4
   3   19    9   0.724812     3.183835     0.054262       3.1843        nan        nan    4
   6   14    1   0.724783    -1.879658    -0.015019      1.87972        nan        nan    4
   2    1  -13   0.724781     1.435203     0.011535      1.43525        nan        nan    4
   1   44    1   0.724679    -5.138652    -0.039994      5.13881        nan        nan    4
   4   35   -3   0.724619    -1.771004    -0.011248      1.77104        nan        nan    4
   1   11   12   0.724601    10.853505     0.103339       10.854        nan        nan    4
   4   30    4   0.724557     2.546151     0.021044      2.54624        nan        nan    4
   1    6  -13   0.724502     5.844547     0.051262      5.84477        nan        nan    4
   3   25  -10   0.724488    -8.472633    -0.077309      8.47299        nan        nan    4
   4   20    7   0.724481     2.725283     0.014614      2.72532        nan        nan    4
   1   29  -10   0.724401     3.201585     0.014892      3.20162        nan        nan    4
   2    2  -13   0.724239     9.920045     0.148116      9.92115        nan        nan    4
   3   20  -11   0.724153     0.214997    -0.004958     0.215054        nan        nan    4
   2   13   11   0.724103    -1.529048     0.035152      1.52945        nan        nan    4
   2   40   -5   0.724052    -0.865042    -0.006255     0.865065        nan        nan    4
   6    6   -7   0.724017    -6.152109    -0.035453      6.15221        nan        nan    4
   2   28  -10   0.723988     2.485233     0.038765      2.48554        nan        nan    4
   2   17  -12   0.723987    -3.929473    -0.005233      3.92948        nan        nan    4
   6    1    3   0.723954     0.469533     0.003347     0.469545        nan        nan    4
   5    5  -10   0.723900    -1.491987     0.005686        1.492        nan        nan    4
   2   21   10   0.723727    -8.536909    -0.056831       8.5371        nan        nan    4
   3   36   -6   0.723726    -0.750264    -0.009699     0.750327        nan        nan    4
   4   32    3   0.723597    -2.344808    -0.018820      2.34488        nan        nan    4
   5   25   -6   0.723520     0.222359    -0.003239     0.222382        nan        nan    4
   6   12   -6   0.723434    -1.207102    -0.003071      1.20711        nan        nan    4
   6    2    3   0.723414     1.241751     0.008986      1.24178        nan        nan    4
   6   15   -5   0.723379     0.597755     0.009406     0.597829        nan        nan    4
   2    3  -13   0.723339     0.513889     0.007944     0.513951        nan        nan    4
   6   18   -2   0.723144     0.532348     0.006042     0.532383        nan        nan    4
   1   26   10   0.723101     1.823385     0.005502      1.82339        nan        nan    4
   2   42   -3   0.722988     4.083290     0.027260      4.08338        nan        nan    4
   5   29   -2   0.722950     1.541281     0.003886      1.54129        nan        nan    4
   1   44   -2   0.722831    -0.312165     0.000244     0.312165        nan        nan    4
   5   28   -4   0.722720    -0.205049    -0.000784     0.205051        nan        nan    4
   4   24   -9   0.722693    -1.204137    -0.020062       1.2043        nan        nan    4
   5   17    5   0.722577     1.886203     0.011991      1.88624        nan        nan    4
   6    3    3   0.722516     2.377179     0.021987      2.37728        nan        nan    4
   4   14    8   0.722514     6.021782     0.042415      6.02193        nan        nan    4
   6   11    2   0.722486    -0.702229    -0.009287      0.70229        nan        nan    4
   5   21    4   0.722461    -1.752738    -0.008366      1.75276        nan        nan    4
   3   11   10   0.722211     7.475372     0.019302       7.4754        nan        nan    4
   1    7  -13   0.722166    -7.983504    -0.114063      7.98432        nan        nan    4
   3   29   -9   0.722115    -0.308788     0.011473     0.309001        nan        nan    4
   2    4  -13   0.722084    -1.068282    -0.033195       1.0688        nan        nan    4
   6   17   -4   0.722058     0.453453     0.010533     0.453576        nan        nan    4
   5    6  -10   0.721927     2.944617     0.015855      2.94466        nan        nan    4
   4   13  -11   0.721722    -1.389256    -0.038585      1.38979        nan        nan    4
   5   29   -1   0.721705     0.567507     0.007960     0.567563        nan        nan    4
   0   17   12   0.721692    11.403220     0.135645       11.404        nan        nan    4
   6    7   -7   0.721685    -0.707560    -0.006754     0.707592        nan        nan    4
   1   38   -7   0.721681     1.420646     0.020483      1.42079        nan        nan    4
   5   26    2   0.721658    -3.770941    -0.025894      3.77103        nan        nan    4
   6   18   -3   0.721623     1.096754     0.001146      1.09675        nan        nan    4
   3   34    5   0.721610     1.574954     0.028970      1.57522        nan        nan    4
   3   40   -1   0.721573     0.088051    -0.006854    0.0883177        nan        nan    4
   3   32   -8   0.721352    -5.121264    -0.017682      5.12129        nan        nan    4
   5   15   -9   0.721315     0.917907    -0.003256     0.917913        nan        nan    4
   4   30   -7   0.721292    -2.284002    -0.026641      2.28416        nan        nan    4
   6    4    3   0.721266     3.085011     0.028725      3.08514        nan        nan    4
   5   11    6   0.721252     0.163029     0.000726     0.163031        nan        nan    4
   2   38    5   0.721146     0.117429     0.006328     0.117599        nan        nan    4
   5   24    3   0.721084     8.390396     0.057145      8.39059        nan        nan    4
   4   32   -6   0.720933    -8.723689    -0.070470      8.72397        nan        nan    4
   5   27   -5   0.720891    -1.238718    -0.009550      1.23875        nan        nan    4
   2   36    6   0.720864    -2.907810    -0.038085      2.90806        nan        nan    4
   3   13  -12   0.720587     1.077281     0.011468      1.07734        nan        nan    4
   3   36    4   0.720565    -0.686426    -0.016265     0.686619        nan        nan    4
   1   12   12   0.720481     0.660360    -0.032188     0.661144        nan        nan    4
   2    5  -13   0.720481     2.421387     0.004820      2.42139        nan        nan    4
   5   23   -7   0.720415    -2.234495    -0.019411      2.23458        nan        nan    4
   6   18   -1   0.720365     0.607077    -0.000910     0.607078        nan        nan    4
   1   40   -6   0.720225    -6.160720    -0.045949      6.16089        nan        nan    4
   1   43    3   0.719939     0.663957    -0.002666     0.663962        nan        nan    4
   5   29   -3   0.719900    -0.618738     0.000163     0.618738        nan        nan    4
   2   37   -7   0.719881   -20.917578    -0.135558       20.918        nan        nan    4
   0   24   11   0.719871    -1.277099    -0.034162      1.27756        nan        nan    4
   4   28    5   0.719775   -11.734192    -0.078962      11.7345        nan        nan    4
   3   40   -2   0.719749     0.421860    -0.002536     0.421868        nan        nan    4
   6    5    3   0.719668     4.542862     0.029413      4.54296        nan        nan    4
   0   40    6   0.719658    -4.715869    -0.041899      4.71605        nan        nan    4
   5    7  -10   0.719616    -1.103964    -0.005072      1.10398        nan        nan    4
   6   15    1   0.719597    -0.095323    -0.001322    0.0953323        nan        nan    4
   0   38    7   0.719582     2.706320     0.041959      2.70665        nan        nan    4
   6   17    0   0.719543     1.255549     0.011603       1.2556        nan        nan    4
   1    8  -13   0.719499     2.233423     0.013174      2.23346        nan        nan    4
   4   20  -10   0.719456     0.513085     0.028580      0.51388        nan        nan    4
   0    1   13   0.719414     4.403445     0.062563      4.40389        nan        nan    4
   1   33   -9   0.719402    -3.521122     0.014470      3.52115        nan        nan    4
   1   25  -11   0.719385    -1.814524    -0.039416      1.81495        nan        nan    4
   2   41    3   0.719367     3.155096     0.016841      3.15514        nan        nan    4
   2   14   11   0.719284    -0.579705    -0.032034      0.58059        nan        nan    4
   3   40    0   0.719124    -1.446735    -0.004064      1.44674        nan        nan    4
   2   24  -11   0.719088     6.431667     0.026960      6.43172        nan        nan    4
   6    8   -7   0.719023    -5.898841    -0.042578      5.89899        nan        nan    4
   6   13   -6   0.718981     0.794832     0.010461     0.794901        nan        nan    4
   0   45    1   0.718978     3.152568     0.003568      3.15257        nan        nan    4
   5   20   -8   0.718922    -2.535135    -0.021649      2.53523        nan        nan    4
   2   32   -9   0.718889     3.362882     0.036009      3.36307        nan        nan    4
   0    2   13   0.718884     5.466989     0.111371      5.46812        nan        nan    4
   2   43   -1   0.718864    -0.259281    -0.022747     0.260277        nan        nan    4
   3   25    8   0.718811     2.392604     0.012246      2.39264        nan        nan    4
